freq,class,sub_class,name,tooltip,alias,ignore
873,VERB,NA,propose,propose,\bpropose\b|\bproposed\b|\bProposed\b|\bproposes\b|\bproposing\b,FALSE
864,VERB,NA,integrate,integrate,\bintegrate\b|\bintegrated\b|\bintegrates\b|\bintegrating\b,FALSE
861,VERB,NA,monitoring,monitoring,\bmonitoring\b,FALSE
858,VERB,NA,research,research,\bResearch\b|\bResearching\b,FALSE
856,VERB,NA,approach,approach,\bapproach\b|\bApproach\b|\bapproached\b|\bapproaches\b|\bapproaching\b,FALSE
852,VERB,NA,inspect,inspect,\binspect\b|\binspected\b|\binspecting\b|\binspects\b,FALSE
848,VERB,NA,merge,merge,\bmerge\b|\bmerged\b|\bmerges\b|\bmerging\b|\bMerging\b,FALSE
837,VERB,NA,ground,ground,\bground\b|\bgrounded\b|\bgrounds\b,FALSE
836,VERB,NA,expand,expand,\bexpand\b|\bexpanded\b|\bexpanding\b|\bExpanding\b|\bexpands\b,FALSE
834,VERB,NA,repair,repair,\brepair\b|\bRepair\b|\brepaired\b|\bRepaired\b|\brepairing\b|\brepairs\b|\bRepairs\b,FALSE
832,VERB,NA,consortium,consortium,\bconsortium\b|\bConsortium\b|\bCONSORTIUM\b|\bconsortiums\b,FALSE
830,VERB,NA,relate,relate,\brelate\b|\brelated\b|\bRelated\b|\brelates\b|\brelating\b|\bRelating\b,FALSE
819,VERB,NA,involved,involved,\binvolved\b,FALSE
818,VERB,NA,grant,grant,\bgrant\b|\bGrant\b|\bgranted\b|\bgranting\b|\bgrants\b|\bGrants\b,FALSE
806,VERB,NA,transform,transform,\btransform\b|\btransformed\b|\btransforming\b|\btransforms\b,FALSE
802,VERB,NA,weigh,weigh,\bweigh\b|\bweighed\b|\bweighing\b|\bweighs\b,FALSE
796,NO,NA,contribute,contribute,\bcontribute\b|\bcontributed\b|\bcontributes\b|\bcontributing\b,FALSE
796,VERB,NA,cite,cite,\bcite\b|\bcited\b|\bcites\b|\bciting\b,FALSE
788,VERB,NA,operators,operators,\boperators\b,FALSE
779,VERB,NA,owned,owned,\bowned\b,FALSE
767,VERB,NA,chart,chart,\bchart\b|\bChart\b|\bcharted\b|\bcharting\b|\bcharts\b,FALSE
762,NO,NA,ask,ask,\bask\b|\basked\b|\basking\b|\bAsking\b|\basks\b,FALSE
749,VERB,NA,progress,progress,\bprogress\b|\bProgress\b|\bPROgress\b|\bPROGRESS\b|\bprogressed\b|\bprogresses\b|\bPROGRESSES\b|\bprogressing\b,FALSE
745,VERB,NA,deal,deal,\bdeal\b|\bDeal\b|\bdealing\b|\bDealing\b|\bdeals\b|\bDeals\b|\bdealt\b,FALSE
741,VERB,NA,undertake,undertake,\bundertake\b|\bundertaken\b|\bUndertaken\b|\bundertakes\b|\bundertaking\b|\bundertook\b,FALSE
739,VERB,NA,collect,collect,\bcollect\b|\bCollect\b|\bcollected\b|\bcollecting\b|\bCollecting\b|\bcollects\b,FALSE
726,VERB,NA,comment,comment,\bcomment\b|\bComment\b|\bcommented\b|\bcommenting\b|\bcomments\b|\bComments\b,FALSE
719,VERB,NA,commence,commence,\bcommence\b|\bcommenced\b|\bcommences\b|\bcommencing\b,FALSE
715,CONTRACT,NA,hire,hire,\bHIE\b|\bhire\b|\bhired\b|\bhires\b|\bhiring\b|\bHiring\b,FALSE
713,VERB,NA,bid,bid,\bbid\b|\bBid\b|\bbidding\b|\bbids\b,FALSE
710,VERB,NA,stake,stake,\bstake\b|\bstaked\b|\bstakes\b|\bStakes\b|\bstaking\b,FALSE
704,VERB,NA,save,save,\bsave\b|\bSave\b|\bsaved\b|\bsaves\b|\bsaving\b|\bSaving\b,FALSE
699,VERB,NA,estimate,estimate,\bestimate\b|\bestimated\b|\bEstimated\b|\bestimates\b|\bEstimates\b|\bestimating\b,FALSE
697,VERB,NA,excite,excite,\bexcite\b|\bexcited\b|\bexciting\b|\bExciting\b,FALSE
696,VERB,NA,break,break,\bbreak\b|\bBreak\b|\bbreaking\b|\bBreaking\b|\bbreaks\b|\bBreaks\b|\bbroke\b|\bbroken\b,FALSE
686,VERB,NA,implement,implement,\bimplement\b|\bImplement\b|\bimplemented\b|\bimplementing\b|\bImplementing\b|\bimplements\b,FALSE
684,VERB,NA,apply,apply,\bapplied\b|\bApplied\b|\bapplies\b|\bapply\b|\bapplying\b|\bApplying\b,FALSE
680,VERB,NA,extend,extend,\bextend\b|\bextended\b|\bExtended\b|\bextending\b|\bExtending\b|\bextends\b|\bExtends\b|\bextent\b,FALSE
675,VERB,NA,piece,piece,\bpiece\b|\bPiece\b|\bpieced\b|\bpieces\b,FALSE
674,VERB,NA,laying,laying,\blaying\b|\bLaying\b,FALSE
668,VERB,NA,hull,hull,\bhull\b|\bHull\b|\bhulled\b|\bhulls\b,FALSE
664,VERB,NA,delight,delight,\bdelight\b|\bdelighted\b,FALSE
660,VERB,NA,delighte,delighte,\bdelighted\b,FALSE
660,VERB,NA,delighted,delighted,\bdelighted\b,FALSE
659,VERB,NA,few,few,\bfew\b|\bFew\b|\bFEW\b,FALSE
658,VERB,NA,consent,consent,\bconsent\b|\bConsent\b|\bconsented\b|\bconsenting\b|\bConsenting\b|\bconsents\b,FALSE
658,VERB,NA,lifting,lifting,\blifting\b|\bLifting\b,FALSE
653,VERB,NA,pleased,pleased,\bpleased\b,FALSE
649,VERB,NA,launched,launched,\blaunched\b,FALSE
646,VERB,NA,integrated,integrated,\bintegrated\b,FALSE
636,VERB,NA,finance,finance,\bfinance\b|\bFinance\b|\bfinanced\b|\bfinances\b|\bfinancing\b|\bFinancing\b,FALSE
625,CONTRACT,NA,charter,charter,\bcharter\b|\bchartered\b|\bchartering\b|\bChartering\b|\bcharters\b,FALSE
624,VERB,NA,handle,handle,\bhandle\b|\bhandled\b|\bhandles\b|\bHandles\b|\bhandling\b|\bHandling\b,FALSE
623,VERB,NA,selecte,selecte,\bselected\b,FALSE
620,VERB,NA,emerge,emerge,\bemerge\b|\bemerged\b|\bemerges\b|\bemerging\b|\bEmerging\b,FALSE
619,NO,NA,explain,explain,\bexplain\b|\bexplained\b|\bexplaining\b|\bexplains\b,FALSE
617,VERB,NA,learn,learn,\blearn\b|\bLearn\b|\bLEARN\b|\blearned\b|\bLearned\b|\blearning\b|\bLearning\b|\blearns\b|\blearnt\b,FALSE
613,VERB,NA,trust,trust,\btrust\b|\bTrust\b|\btrusted\b|\bTrusted\b|\btrusting\b|\btrusts\b,FALSE
605,VERB,NA,amount,amount,\bamount\b|\bAmount\b|\bamounted\b|\bamounting\b|\bamounts\b,FALSE
604,VERB,NA,track,track,\btrack\b|\bTrack\b|\btracked\b|\btracking\b|\bTracking\b|\btracks\b,FALSE
604,VERB,NA,maintain,maintain,\bmaintain\b|\bmaintained\b|\bmaintaining\b|\bMaintaining\b|\bmaintains\b|\bMaintains\b,FALSE
603,VERB,NA,enhance,enhance,\benhance\b|\benhanced\b|\bEnhanced\b|\benhances\b|\benhancing\b,FALSE
598,VERB,NA,installing,installing,\binstalling\b,FALSE
598,NO,NA,believe,believe,\bbelieve\b|\bbelieved\b|\bBelieved\b|\bbelieves\b|\bbelieving\b,FALSE
577,VERB,NA,keep,keep,\bkeep\b|\bKeep\b|\bKEEP\b|\bkeeping\b|\bKeeping\b|\bkeeps\b|\bkept\b,FALSE
574,VERB,NA,prepare,prepare,\bprepare\b|\bPrepare\b|\bprepared\b|\bprepares\b|\bpreparing\b|\bPreparing\b,FALSE
572,VERB,NA,seek,seek,\bseek\b|\bSeek\b|\bSEEK\b|\bseeking\b|\bseeks\b|\bsought\b,FALSE
571,VERB,NA,name,name,\bname\b|\bnamed\b|\bNamed\b|\bnames\b|\bnaming\b,FALSE
567,VERB,NA,assist,assist,\bassist\b|\bASSIST\b|\bassisted\b|\bAssisted\b|\bassisting\b|\bAssisting\b|\bassists\b,FALSE
564,VERB,NA,tell,tell,\btell\b|\btelling\b|\btells\b|\btold\b,FALSE
562,NO,NA,discuss,discuss,\bdiscuss\b|\bdiscussed\b|\bdiscusses\b|\bdiscussing\b,FALSE
535,VERB,NA,address,address,\baddress\b|\bAddress\b|\baddressed\b|\bAddressed\b|\baddresses\b|\baddressing\b,FALSE
534,VERB,NA,replace,replace,\breplace\b|\breplaced\b|\breplaces\b|\breplacing\b|\bReplacing\b,FALSE
531,VERB,NA,charge,charge,\bcharge\b|\bCharge\b|\bcharged\b|\bcharges\b|\bCharges\b|\bcharging\b|\bCharging\b,FALSE
529,VERB,NA,speak,speak,\bspeak\b|\bspeaking\b|\bSpeaking\b|\bspeaks\b|\bspoke\b|\bspoken\b,FALSE
523,VERB,NA,upgrade,upgrade,\bupgrade\b|\bUpgrade\b|\bupgraded\b|\bupgrades\b|\bupgrading\b,FALSE
522,NO,NA,want,want,\bwant\b|\bWant\b|\bwanted\b|\bwanting\b|\bwants\b,FALSE
518,VERB,NA,attract,attract,\battract\b|\battracted\b|\battracting\b|\battracts\b,FALSE
507,VERB,NA,visit,visit,\bvisit\b|\bVisit\b|\bVISIT\b|\bvisited\b|\bvisiting\b|\bVisiting\b|\bvisits\b|\bVisits\b,FALSE
506,VERB,NA,regard,regard,\bregard\b|\bregarded\b|\bregarding\b|\bRegarding\b|\bregards\b,FALSE
505,VERB,NA,provider,provider,\bprovider\b|\bProvider\b|\bproviders\b,FALSE
504,VERB,NA,generating,generating,\bgenerating\b|\bGenerating\b,FALSE
497,VERB,NA,proven,proven,\bproven\b,FALSE
494,VERB,NA,predict,predict,\bpredict\b|\bpredicted\b|\bPredicted\b|\bpredicting\b|\bPredicting\b|\bpredicts\b,FALSE
489,VERB,NA,saive,saive,\bsaving\b,FALSE
488,CONTRACT,NA,acquire,acquire,\bacquire\b|\bacquired\b|\bAcquired\b|\bacquires\b|\bacquiring\b|\bAcquiring\b,FALSE
488,VERB,NA,trench,trench,\btrench\b|\btrenched\b|\btrenches\b|\btrenching\b,FALSE
483,VERB,NA,hope,hope,\bhope\b|\bHope\b|\bhoped\b|\bhopes\b|\bHopes\b|\bhoping\b,FALSE
482,VERB,NA,forecast,forecast,\bforecast\b|\bForecast\b|\bFORECAST\b|\bforecasted\b|\bforecasting\b|\bforecasts\b|\bForecasts\b,FALSE
481,VERB,NA,draw,draw,\bdraw\b|\bdrawing\b|\bdrawn\b|\bdraws\b|\bdrew\b,FALSE
480,VERB,NA,dock,dock,\bdock\b|\bDock\b|\bdocked\b|\bdocking\b|\bDocking\b|\bdocks\b,FALSE
479,VERB,NA,file,file,\bfile\b|\bFile\b|\bfiled\b|\bfiles\b|\bfiling\b,FALSE
477,VERB,NA,function,function,\bfunction\b|\bFunction\b|\bfunctioned\b|\bfunctioning\b|\bfunctions\b|\bFunctions\b,FALSE
470,VERB,NA,publish,publish,\bpublish\b|\bpublished\b|\bPublished\b|\bpublishes\b|\bpublishing\b,FALSE
467,VERB,NA,engage,engage,\bengage\b|\bEngage\b|\bengaged\b|\bengages\b|\bengaging\b|\bEngaging\b,FALSE
466,VERB,NA,accelerate,accelerate,\baccelerate\b|\baccelerated\b|\bAccelerated\b|\baccelerates\b|\baccelerating\b,FALSE
459,VERB,NA,compete,compete,\bcompete\b|\bCompete\b|\bcompeted\b|\bcompetes\b|\bcompeting\b,FALSE
459,VERB,NA,approve,approve,\bapprove\b|\bapproved\b|\bApproved\b|\bapproves\b|\bapproving\b,FALSE
456,VERB,NA,utilise,utilise,\butilise\b|\butilised\b|\butilises\b|\butilising\b|\bUtilising\b,FALSE
455,VERB,NA,fix,fix,\bfix\b|\bFix\b|\bfixed\b|\bFixed\b|\bfixing\b,FALSE
453,CONTRACT,NA,choose,choose,\bchoose\b|\bchoosen\b|\bchooses\b|\bCHOOSES\b|\bchoosing\b|\bChoosing\b|\bchose\b|\bchosen\b,FALSE
449,VERB,NA,account,account,\baccount\b|\bAccount\b|\baccounted\b|\baccounting\b|\bAccounting\b|\baccounts\b|\bAccounts\b,FALSE
448,VERB,NA,detailed,detailed,\bdetailed\b|\bDetailed\b,FALSE
443,VERB,NA,determine,determine,\bdetermine\b|\bdetermined\b|\bdetermines\b|\bdetermining\b|\bDetermining\b,FALSE
442,VERB,NA,pool,pool,\bpool\b|\bPool\b|\bpooling\b|\bpools\b,FALSE
441,VERB,NA,reduced,reduced,\breduced\b|\bReduced\b,FALSE
441,VERB,NA,pay,pay,\bpaid\b|\bpay\b|\bpaying\b|\bpays\b|\bPays\b,FALSE
434,VERB,NA,anticipate,anticipate,\banticipate\b|\banticipated\b|\bAnticipated\b|\banticipates\b|\banticipating\b,FALSE
433,VERB,NA,hit,hit,\bhit\b|\bhits\b|\bhitting\b,FALSE
428,COLLAB,NA,committe,committe,\bcommitted\b|\bcommitting\b,FALSE
425,VERB,NA,enabling,enabling,\benabling\b|\bEnabling\b|\bENABLING\b,FALSE
420,VERB,NA,task,task,\btask\b|\btasked\b|\btasks\b,FALSE
419,VERB,NA,accommodate,accommodate,\baccommodate\b|\baccommodated\b|\baccommodates\b|\baccommodating\b,FALSE
415,VERB,NA,highlight,highlight,\bhighlight\b|\bHighlight\b|\bhighlighted\b|\bhighlighting\b|\bHighlighting\b|\bhighlights\b|\bHighlights\b,FALSE
413,VERB,NA,guide,guide,\bguide\b|\bGuide\b|\bguided\b|\bguides\b|\bGuides\b|\bguiding\b,FALSE
413,VERB,NA,contain,contain,\bcontain\b|\bcontained\b|\bContained\b|\bcontaining\b|\bcontains\b,FALSE
410,VERB,NA,Prysmian,Prysmian,\bPrysmian\b|\bPRYSMIAN\b,FALSE
410,VERB,NA,Enterprise,Enterprise,\bEnterprise\b,FALSE
408,VERB,NA,subsidiary,subsidiary,\bsubsidiaries\b|\bsubsidiary\b|\bSubsidiary\b,FALSE
406,CONTRACT,NA,conclude,conclude,\bconclude\b|\bconcluded\b|\bconcludes\b|\bconcluding\b|\bConcluding\b,FALSE
404,VERB,NA,concern,concern,\bconcern\b|\bconcerned\b|\bconcerning\b|\bconcerns\b|\bConcerns\b,FALSE
402,VERB,NA,arrive,arrive,\barrive\b|\barrived\b|\bArrived\b|\barrives\b|\barriving\b|\bArriving\b,FALSE
401,VERB,NA,foot,foot,\bfeet\b|\bfoot\b|\bfooted\b|\bfooting\b,FALSE
400,VERB,NA,facilitate,facilitate,\bfacilitate\b|\bfacilitated\b|\bfacilitates\b|\bfacilitating\b|\bFacilitating\b,FALSE
399,VERB,NA,respond,respond,\brespond\b|\bresponded\b|\bresponding\b|\bResponding\b|\bresponds\b,FALSE
398,VERB,NA,thank,thank,\bthank\b|\bThank\b|\bthanked\b,FALSE
392,VERB,NA,delay,delay,\bdelay\b|\bDelay\b|\bDELAY\b|\bdelayed\b|\bDelayed\b|\bdelaying\b|\bdelays\b|\bDelays\b,FALSE
391,VERB,NA,procure,procure,\bprocure\b|\bProcure\b|\bprocured\b|\bprocuring\b,FALSE
387,VERB,NA,welcome,welcome,\bwelcome\b|\bWelcome\b|\bwelcomed\b|\bwelcomes\b|\bwelcoming\b|\bWelcoming\b,FALSE
384,VERB,NA,handling,handling,\bhandling\b|\bHandling\b,FALSE
382,VERB,NA,strengthen,strengthen,\bstrengthen\b|\bstrengthened\b|\bstrengthening\b|\bstrengthens\b,FALSE
378,VERB,NA,intend,intend,\bintend\b|\bintended\b|\bIntended\b|\bintending\b|\bintends\b,FALSE
367,VERB,NA,remaining,remaining,\bremaining\b,FALSE
367,VERB,NA,anchor,anchor,\banchor\b|\banchored\b|\banchoring\b|\banchors\b,FALSE
363,VERB,NA,compensate,compensate,\bcompensate\b|\bcompensated\b|\bcompensates\b|\bcompensating\b,FALSE
362,VERB,NA,medium,medium,\bmedium\b|\bMedium\b,FALSE
359,VERB,NA,moo,moo,\bmoored\b|\bmooring\b,FALSE
358,CONTRACT,NA,appoint,appoint,\bappoint\b|\bappointed\b|\bAppointed\b|\bappointing\b|\bappoints\b,FALSE
357,VERB,NA,cabl,cabl,\bcabling\b,FALSE
357,VERB,NA,cabling,cabling,\bcabling\b|\bcablings\b,FALSE
357,VERB,NA,commmend,commmend,\bcommend\b,FALSE
355,VERB,NA,walk,walk,\bwalk\b|\bWalk\b|\bwalked\b|\bwalking\b|\bwalks\b,FALSE
351,VERB,NA,transmit,transmit,\btransmit\b|\bTransmit\b|\btransmited\b|\btransmits\b|\btransmitted\b|\btransmitting\b,FALSE
349,VERB,NA,optimise,optimise,\boptimise\b|\boptimised\b|\boptimises\b|\boptimising\b,FALSE
349,VERB,NA,boost,boost,\bboost\b|\bBoost\b|\bboosted\b|\bboosting\b|\bboosts\b,FALSE
348,VERB,NA,hear,hear,\bhear\b|\bheard\b|\bhearing\b|\bHearing\b,FALSE
348,VERB,NA,request,request,\brequest\b|\bRequest\b|\brequested\b|\brequesting\b|\brequests\b|\bRequests\b,FALSE
345,VERB,NA,representative,representative,\brepresentative\b|\bRepresentative\b|\brepresentatives\b,FALSE
342,VERB,NA,suppli,suppli,\bsupplied\b|\bSupplied\b,FALSE
339,VERB,NA,applied,applied,\bapplied\b|\bApplied\b,FALSE
338,VERB,NA,segment,segment,\bsegment\b|\bSegment\b|\bsegmented\b|\bsegments\b,FALSE
337,CONTRACT,NA,assemble,assemble,\bassemble\b|\bassembled\b|\bAssembled\b|\bassembles\b|\bassembling\b,FALSE
337,VERB,NA,introduce,introduce,\bintroduce\b|\bintroduced\b|\bintroduces\b|\bintroducing\b,FALSE
337,CONTRACT,NA,adapt,adapt,\badapt\b|\bAdapt\b|\badapted\b|\badapting\b|\badapts\b,FALSE
335,VERB,NA,return,return,\breturn\b|\bReturn\b|\breturned\b|\breturning\b|\breturns\b,FALSE
333,VERB,NA,obtain,obtain,\bobtain\b|\bObtain\b|\bobtained\b|\bobtaining\b|\bObtaining\b,FALSE
331,VERB,NA,host,host,\bhost\b|\bHost\b|\bhosted\b|\bHosted\b|\bhosting\b|\bHosting\b|\bhosts\b,FALSE
327,VERB,NA,optimize,optimize,\boptimize\b|\boptimized\b|\boptimizes\b|\boptimizing\b,FALSE
327,NO,NA,decide,decide,\bdecide\b|\bdecided\b|\bdecides\b|\bdeciding\b,FALSE
326,VERB,NA,undertaken,undertaken,\bundertaken\b,FALSE
325,VERB,NA,validate,validate,\bvalidate\b|\bvalidated\b|\bvalidates\b|\bvalidating\b,FALSE
322,VERB,NA,affect,affect,\baffect\b|\bAffect\b|\baffected\b|\baffecting\b|\baffects\b,FALSE
322,VERB,NA,think,think,\bthink\b|\bThink\b|\bthinking\b|\bThinking\b|\bthinks\b|\bthought\b,FALSE
321,VERB,NA,fill,fill,\bfill\b|\bFill\b|\bfilled\b|\bFilled\b|\bfilling\b|\bfills\b,FALSE
319,CONTRACT,NA,prefer,prefer,\bprefer\b|\bpreferred\b|\bPreferred\b|\bpreferring\b|\bprefers\b,FALSE
319,CONTRACT,NA,gather,gather,\bgather\b|\bGather\b|\bgathered\b|\bgathering\b|\bGathering\b|\bgathers\b,FALSE
319,VERB,NA,promote,promote,\bpromote\b|\bPromote\b|\bpromoted\b|\bpromotes\b|\bpromoting\b|\bPromoting\b,FALSE
319,VERB,NA,purchase,purchase,\bpurchase\b|\bPurchase\b|\bpurchased\b|\bPurchased\b|\bpurchases\b|\bpurchasing\b|\bPurchasing\b,FALSE
315,CONTRACT,NA,attend,attend,\battend\b|\battended\b|\battending\b|\bAttending\b|\battends\b,FALSE
314,VERB,NA,trenching,trenching,\btrenching\b,FALSE
312,VERB,NA,fire,fire,\bfire\b|\bFire\b|\bfired\b|\bfires\b|\bFires\b|\bfiring\b,FALSE
306,VERB,NA,reflect,reflect,\breflect\b|\breflected\b|\breflecting\b|\bReflecting\b|\breflects\b,FALSE
304,VERB,NA,burial,burial,\bburial\b|\bBurial\b,FALSE
303,VERB,NA,patent,patent,\bpatent\b|\bPatent\b|\bpatented\b|\bpatenting\b|\bpatents\b,FALSE
301,VERB,NA,rely,rely,\brelied\b|\brelies\b|\brely\b|\brelying\b|\bRelying\b,FALSE
300,VERB,NA,participate,participate,\bparticipate\b|\bparticipated\b|\bparticipates\b|\bparticipating\b|\bParticipating\b,FALSE
300,VERB,NA,undergo,undergo,\bundergo\b|\bundergoes\b|\bundergoing\b|\bundergone\b|\bunderwent\b,FALSE
299,VERB,NA,update,update,\bupdate\b|\bUpdate\b|\bUPDATE\b|\bupdated\b|\bUpdated\b|\bupdates\b|\bUPDATES\b|\bupdating\b,FALSE
297,VERB,NA,raise,raise,\braise\b|\braised\b|\braises\b|\braising\b|\bRaising\b,FALSE
296,VERB,NA,incorporate,incorporate,\bincorporate\b|\bincorporated\b|\bIncorporated\b|\bincorporates\b|\bincorporating\b,FALSE
294,VERB,NA,note,note,\bnote\b|\bNote\b|\bNOTE\b|\bnoted\b|\bNoted\b|\bnotes\b|\bNotes\b|\bnoting\b,FALSE
294,VERB,NA,pull,pull,\bpull\b|\bPull\b|\bpulled\b|\bpulling\b|\bpulls\b,FALSE
292,VERB,NA,analyse,analyse,\banalyse\b|\banalysed\b|\banalyses\b|\banalysing\b,FALSE
291,VERB,NA,recognise,recognise,\brecognise\b|\brecognised\b|\bRecognised\b|\brecognises\b|\brecognising\b,FALSE
290,VERB,NA,jet,jet,\bjet\b|\bJet\b|\bjets\b|\bjetted\b|\bjetting\b,FALSE
290,VERB,NA,spend,spend,\bspend\b|\bspending\b|\bspends\b|\bspent\b,FALSE
290,VERB,NA,producing,producing,\bproducing\b|\bProducing\b,FALSE
286,VERB,NA,remove,remove,\bremove\b|\bremoved\b|\bremoves\b|\bremoving\b|\bRemoving\b,FALSE
285,VERB,NA,execute,execute,\bexecute\b|\bexecuted\b|\bExecuted\b|\bexecutes\b|\bexecuting\b,FALSE
282,VERB,NA,suite,suite,\bsuite\b|\bsuited\b|\bsuites\b,FALSE
