"freq","class","sub_class","name","tooltip","alias","ignore"
5898,"COUNTRY",NA,"UK","UK","\b(UK|GB)\b|Britain|British|United Kingdom|Great Britain|England",FALSE
3599,"COUNTRY",NA,"Germany","Germany","Germany|German|Deutsch",FALSE
3058,"COUNTRY",NA,"USA","USA","United States|U\.S\.|US\.|US|America|American|\bUSA\b",FALSE
2167,"COUNTRY",NA,"Scotland","Scotland","Scotland|Scottish( (G|g)vernment)?",FALSE
1825,"COUNTRY",NA,"Denmark","Denmark","Denmark|Danish",FALSE
1812,"COUNTRY",NA,"Netherlands","Netherlands","Netherlands|Dutch|Holland",FALSE
1229,"COUNTRY",NA,"China","China","China|Chinese",FALSE
937,"COUNTRY",NA,"France","France","France|French",FALSE
807,"COUNTRY",NA,"Taiwan","Taiwan","Taiwan(ese)?",FALSE
795,"COUNTRY",NA,"Norway","Norway","Norway|Norwegian",FALSE
671,"COUNTRY",NA,"Ireland","Ireland","Ireland|Irish",FALSE
586,"COUNTRY",NA,"Japan","Japan","Japan|Japanese",FALSE
431,"COUNTRY",NA,"Wales","Wales","Wales|Welsh",FALSE
399,"COUNTRY",NA,"Belgium","Belgium","Belgium",FALSE
336,"COUNTRY",NA,"Spain","Spain","Spain|Spanish",FALSE
321,"COUNTRY",NA,"Canada","Canada","Canada|Canadian",FALSE
307,"COUNTRY",NA,"Sweden","Sweden","Sweden|Swedish",FALSE
298,"COUNTRY",NA,"India","India","India",FALSE
252,"COUNTRY",NA,"Korea","Korea","(South )?Korea",FALSE
232,"COUNTRY",NA,"Australia","Australia","Australia|Australian",FALSE
144,"COUNTRY",NA,"Singapore","Singapore","Singapore",FALSE
64,"COUNTRY",NA,"Vietnam","Vietnam","Vietnam",FALSE
34,"COUNTRY",NA,"Indonesia","Indonesia","Indonesia",FALSE
28,"COUNTRY",NA,"Hong Kong","Hong Kong","Hong Kong",FALSE
25,"COUNTRY",NA,"Philippines","Philippines","Philippines",FALSE
19,"COUNTRY",NA,"Thailand","Thailand","Thailand",FALSE
547,"FARM",NA,"Hornsea Project One","Hornsea Windfarm","Hornsea( Project One)?",FALSE
426,"FARM",NA,"Walney Extension","Walney Extension Windfarm","Walney( Extension)?",FALSE
425,"FARM",NA,"Norther","Norther Windfarm","Norther",FALSE
401,"FARM",NA,"Beatrice","Beatrice Windfarm","Beatrice( Offshore)? Wind ?(F|f)arm( L(td|imited))?|Beatrice|\bBOWL\b",FALSE
385,"FARM",NA,"Borssele","Borssele Windfarm","Borssele",FALSE
335,"FARM",NA,"Kriegers Flak","Kriegers Flak Windfarm","Kriegers Flak|\bKFE\b|\bKFB\b",FALSE
316,"FARM",NA,"Dudgeon","Dudgeon Windfarm","Dudgeon",FALSE
293,"FARM",NA,"Borkum Riffgrund","Borkum Riffgrund Windfarm","Borkum Riffgrund",FALSE
275,"FARM",NA,"London Array","London Array Windfarm","London Array",FALSE
265,"FARM",NA,"Block Island","Block Island Windfarm","Block Island",FALSE
251,"FARM",NA,"Race Bank","Race Bank Windfarm","Race Bank",FALSE
247,"FARM",NA,"Horns Rev","Horns Rev Windfarm","Horns Rev",FALSE
230,"FARM",NA,"Triton Knoll","Triton Knoll Windfarm","Triton Knoll",FALSE
222,"FARM",NA,"Merkur","Merkur Windfarm","Merkur",FALSE
221,"FARM",NA,"Gwynt y Mor","Gwynt y Mor Windfarm","Gwynt y M.r",FALSE
204,"FARM",NA,"Dogger Bank","Dogger Bank Windfarm","Dogger Bank",FALSE
197,"FARM",NA,"East Anglia ONE","East Anglia ONE Windfarm","East Anglia ONE",FALSE
194,"FARM",NA,"Gemini","Gemini Windfarm","Gemini",FALSE
193,"FARM",NA,"Rampion","Rampion Windfarm","Rampion",FALSE
183,"FARM",NA,"Hollandse Kust","Hollandse Kust Windfarm","Hollandse Kust( \((N|n)oord\))?( \((Z|z)uid\))?",FALSE
181,"FARM",NA,"Wikinger","Wikinger Windfarm","Wikinger",FALSE
174,"FARM",NA,"Burbo Bank Extension","Burbo Bank Extension Windfarm","Burbo Bank Extension",FALSE
173,"FARM",NA,"Sheringham Shoal","Sheringham Shoal Windfarm","Sheringham( Shoal)?",FALSE
171,"FARM",NA,"Greater Gabbard","Greater Gabbard Windfarm","Greater Gabbard",FALSE
162,"FARM",NA,"Westermost Rough","Westermost Rough Windfarm","Westermost Rough",FALSE
161,"FARM",NA,"Irish Sea","Irish Sea Windfarm","Irish Sea",FALSE
154,"FARM",NA,"Rentel","Rentel Windfarm","Rentel",FALSE
152,"FARM",NA,"Gode Wind","Gode Wind Windfarm","Gode Wind",FALSE
150,"FARM",NA,"Sandbank","Sandbank Windfarm","Sandbank",FALSE
150,"FARM",NA,"Hohe See","Hohe See Windfarm","Hohe See",FALSE
146,"FARM",NA,"Anholt","Anholt Windfarm","Anholt",FALSE
146,"FARM",NA,"Arkona","Arkona Windfarm","Arkona",FALSE
146,"FARM",NA,"Alpha Ventus","FARM","(A|a)lpha (V|v)entus",FALSE
138,"FARM",NA,"Veja Mate","Veja Mate Windfarm","Veja Mate",FALSE
134,"FARM",NA,"Atlantis","Atlantis","Atlantis",FALSE
129,"FARM",NA,"Global Tech","Global Tech Windfarm","Global Tech",FALSE
127,"FARM",NA,"Deutsche Bucht","Deutsche Bucht Windfarm","Deutsche Bucht",FALSE
125,"FARM",NA,"DanTysk","DanTysk Windfarm","DanTysk",FALSE
116,"FARM",NA,"BARD","BARD Windfarm","BARD( (O|o)ffshore 1)|\bBARD\b",FALSE
105,"FARM",NA,"Humber Gateway","Humber Gateway Windfarm","Humber Gateway",FALSE
102,"FARM",NA,"Butendiek","Butendiek Windfarm","Butendiek",FALSE
96,"FARM",NA,"Duddon Sands","Duddon Sands Windfarm","Duddon Sands",FALSE
87,"FARM",NA,"Lincs","Lincs Windfarm","Lincs",FALSE
74,"FARM",NA,"Ormonde","Ormonde Windfarm","Ormonde",FALSE
73,"FARM",NA,"Trianel Windpark Borkum","Trianel Windpark Borkum","Trianel Windpark Borkum",FALSE
73,"FARM",NA,"Nordsee Ost","Nordsee Ost","Nordsee Ost",FALSE
72,"FARM",NA,"Hywind Scotland","Hywind Scotland","Hywind Scotland",FALSE
64,"FARM",NA,"Neart Na Gaoithe","Neart Na Gaoithe Windfarm","Neart (N|n)a Gaoithe",FALSE
61,"FARM",NA,"Sheringham Shoal","Sheringham Shoal Offshore Wind Farm","Sheringham Shoal (O|o)ffshore (W|w)ind (F|f)arm",FALSE
45,"FARM",NA,"Vesterhav Nord","Vesterhav Nord","Vesterhav Nord",FALSE
45,"FARM",NA,"Nissum Bredning","Nissum Bredning Windfarm","Nissum Bredning",FALSE
33,"FARM",NA,"SEM-REV","SEM-REV experimental test site","SEM-REV( experimental)?( test)?( site)?( \(WTIV\))?|\bSEM\b",FALSE
30,"FARM",NA,"ICOL","Inch Cape Offshore Limited","Inch Cape Offshore Limited( \(ICOL\))?|\bICOL\b",FALSE
27,"FARM",NA,"WFA","WindFloat Atlantic","WindFloat Atlantic",FALSE
21,"FARM",NA,"Lynn and Inner Dowsing","Lynn and Inner Dowsing","Lynn and Inner Dowsing",TRUE
12,"FARM",NA,"Galloper","Galloper Windfarm","Galloper Offshore Wind Farm",FALSE
357,"FINANCE",NA,"Carbon Trust","Carbon Trust","Carbon Trust",FALSE
297,"FINANCE",NA,"Crown Estate","Crown Estate","Crown Estate",FALSE
121,"FINANCE",NA,"EIB","European Investment Bank","European Investment Bank|\bEIB\b",FALSE
117,"FINANCE",NA,"GIB","Green Investment Bank UK","Green Investment Bank|\bGIB\b",FALSE
109,"FINANCE",NA,"Scottish Enterprise","Scottish Enterprise","Scottish Enterprise",FALSE
83,"FINANCE",NA,"Balfour Beatty","Balfour Beatty Investments Ltd","Balfour Beatty( Investments)?( Ltd)?",FALSE
81,"FINANCE",NA,"Vanguard","Vanguard Group Inc.","Vanguard",FALSE
75,"FINANCE",NA,"Capital Partners","Capital Partner Companies","Capital Partners",FALSE
73,"FINANCE",NA,"Siemens Financial Services","Siemens Financial Services","Siemens Financial Services?",FALSE
72,"FINANCE",NA,"STX","STX Group","\bSTX( [A-Z][a-z]+){0,2}",FALSE
72,"FINANCE",NA,"Finance","Finance Companies","Finance",FALSE
31,"FINANCE",NA,"PKA","Denmark's pension fund PKA","(Denmark's)?( (p|P)ension)?( (F|f)und)? PKA|PKA( P|p)ension|\bPKA\b",FALSE
30,"FINANCE",NA,"SDIC","SDIC Power of China","SDIC (P|p)ower (o|O)f (C|c)hina|\bSDIC\b",FALSE
25,"FINANCE",NA,"GCube","GCube","\bGCube\b",FALSE
446,"GOV",NA,"BOEM","Bureau of Ocean Energy Management","Bureau of Ocean Energy Management(, Regulation and Enforcement)?|\bBOEM(RE)?\b",FALSE
426,"GOV",NA,"DOE","Department of Energy","Department of Energy|\bD(O|o)E\b",FALSE
360,"GOV",NA,"EIA","Environmental Impact Assessment","(E|e)nvironmental( (I|i)mpact)? (A|a)ssessments?|\bE(I)?A\b",FALSE
269,"GOV",NA,"Ofgem","Ofgem","Ofgem",FALSE
218,"GOV",NA,"EC","European Commission","European Commission|\bEC\b",FALSE
130,"GOV",NA,"DECC","Department of Energy and Climate Change","Department of Energy and Climate Change|\bDECC\b",FALSE
123,"GOV",NA,"HSE","Health Safety and Environment","Health,? Safety,?( and)? Environment,?(al)?|\bHSEQ?\b",TRUE
103,"GOV",NA,"MOEA","Ministry of Economic Affairs","(M|m)inistr(y|ies) (for|of) (E|e)conomic (A|a)ffairs|\bMOEA\b",FALSE
102,"GOV",NA,"BoP","Balance of Plant","(B|b)alance of (P|p)lant|\bBoP\b",FALSE
94,"GOV",NA,"DEA","Danish Energy Agency","Danish Energy Agency|\bDEA\b",FALSE
94,"GOV",NA,"EEZ","Exclusive Economic Zone","Exclusive Economic Zone|\bEEZ\b",FALSE
81,"GOV",NA,"Marine Scotland","Marine Scotland","Marine Scotland",FALSE
77,"GOV",NA,"BSH","Maritime and Hydrographic Agency German","(Federal )?Maritime and Hydrographic Agency|\bBSH\b",FALSE
67,"GOV",NA,"STEM","Science Technology Engineering and Maths","Science, Technology, Engineering and Maths|STEM( Ambassadors?| Centre)?",FALSE
64,"GOV",NA,"MMO","Marine Management Organisation","Marine Management Organi(s|z)ation|\bMMO\b",FALSE
62,"GOV",NA,"Planning Inspectorate","Planning Inspectorate UK","Planning Inspectorate",FALSE
59,"GOV",NA,"BPU","Board of Public Utilities","Board of Public Utilities|\bBPU\b",FALSE
54,"GOV",NA,"MCA","Maine Composites Alliance","Maine Composites Alliance|\bMCA\b",FALSE
53,"GOV",NA,"ERDF","European Regional Development Fund","European Regional Development Fund|\bERDF\b",FALSE
53,"GOV",NA,"NOAA","National Oceanic and Atmospheric Administration","National (Oceanic|Oceanographic) and Atmospheric Administration|\bNOAA\b",FALSE
42,"GOV",NA,"BEIS","Dept. Business Energy and Industrial Strategy","(Department of |Secretary of State for )Business, Energy and Industrial Strategy|\bBEIS\b",TRUE
40,"GOV",NA,"BNetzA","Federal Network Agency","Federal Network Agency|\bBNetzA\b",FALSE
38,"GOV",NA,"DCO","Development Consent Order","(D|d)evelopment (C|c)onsent (O|o)rder|\bDCO\b",FALSE
38,"GOV",NA,"ADEME","French Environment and Energy Management Agency","Fr(ench|ance's) Environment and Energy Management Agency|\bADEME\b",FALSE
37,"GOV",NA,"SEAI","Sustainable Energy Authority of Ireland","Sustainable Energy Authority of Ireland( \(SEAI\))?|\bSEAI\b",FALSE
37,"GOV",NA,"Port Authority","Port Authority","(P|p)ort (A|a)uthority",FALSE
36,"GOV",NA,"EMR","Electricity Market Reform","(Energy|Electricity) Market Reform|\bEMR\b",TRUE
35,"GOV",NA,"BMWi","Ministry of Economics Affairs and Energy","Federal Ministry (of|for) Economics?( Affairs)?( and Energy)?|\bBMWi\b",FALSE
29,"GOV",NA,"PWEP","Perth Wave Energy Project","Perth Wave Energy Project|\bPWEP\b",FALSE
27,"GOV",NA,"FEED","Front End Engineering Design","(F|f)ront (E|e)nd (E|e)ngineering (D|d)esign|\bFEED\b",FALSE
27,"GOV",NA,"National Energy Agreement","National Energy Agreement","National Energy Agreement",FALSE
825,"INST",NA,"ORE","Offshore Renewable Energy","Offshore Renewable Energy|\bORE\b",TRUE
390,"INST",NA,"ORE Catapult","Offshore Renewable Energy Catapult","(Offshore Renewable Energy|ORE) Catapult",FALSE
298,"INST",NA,"NAREC","National Renewable Energy Centre","National Renewable Energy Centre|\bNAREC\b",TRUE
252,"INST",NA,"EMEC","European Marine Energy Centre","European Marine Energy Cent(re|er)|\bEMEC\b",FALSE
204,"INST",NA,"EWEA","European Wind Energy Associatio","European Wind Energy Association|\bEWEA\b",FALSE
202,"INST",NA,"EOWDC","European Offshore Wind Development Center","European Offshore Wind Deployment Centre|\bEOWDC\b",FALSE
